about,Code,Text Deutsch,Text Englisch,Link
4.2.2.6),project.adjust.finalize.domains.link,Domains verwalten,,
4.2.2.6),project.adjust.finalize.logout.link,Logout,,
4.2.2.6a),project.adjust.finalize.link2,Zurück zur overview Projektverwaltung,,
4.2.2.6b),project.adjust.finalize.button,Finalisieren,,
4.2.2.6c),project.adjust.finalize.headline.new,Neues Projekte einstellen,,
4.2.2.6c),project.adjust.finalize.headline.finish,Finalisierung,,
4.2.2.6c),project.adjust.finalize.done,Dein Projekt kann nun abgeschickt werden,,
4.2.2.6c),project.adjust.finalize.text,Blindtext 4.2.2.6c),,
4.2.2.6c),project.adjust.finalize.now,schnellstmöglich freischalten (mit Kästchen zum ankreuze),,
4.2.2.6c),project.adjust.finalize.nexttime,"zur nächsten Abstimmungsrunde am xx.xx freischalten (mit Kästchen zum ankreuzen)

",,
4.2.2.6c),project.adjust.finalize.preview.button,Vorschau,,
4.2.2.6c),project.adjust.finalize.send.button,Abschicken ,,
4.2.2.6d),project.adjust.finalize.alternativ.text,"Alternativ, falls noch nicht alle Felder ausgefüllt sind:",,
4.2.2.6d),project.adjust.finalize.alternativ.new.headline,Neues project einstellen,,
4.2.2.6d),project.adjust.finalize.missing,Finalisierung; Folgende Punkte müssen noch ausgefült werden,,
4.2.2.7a),project.adjust.projectpreview.headline,projectvorschau,,
4.2.2.7b),project.adjust.projectpreview.name,projectname,,
4.2.2.7c),project.adjust.projectpreview.news,News/Update,,
4.2.2.7d),project.adjust.projectpreview.projectcopy,Projekt copy,,
4.2.2.7e),project.adjust.projectpreview.status,Status,,
4.2.2.7f),project.adjust.projectpreview.characteristics,Steckbrief,,
4.2.2.7g),project.adjust.projectpreview.share,Jetzt teilen ,,
4.2.2.7h),project.adjust.projectpreview.actions,Aktionen,,
4.2.2.7i),project.adjust.projectpreview.button,Fenster schließen,,
4.2.2.8),project.adjust.finalize.link3,Projekt verwalten,,
4.2.2.8),project.adjust.finalize.overview.link1,overview,,
4.2.2.8),project.adjust.finalize.profile.link1,profile bearbeiten,,
4.2.2.8),project.adjust.finalize.domains.link1,Domains verwalten,,
4.2.2.8),project.adjust.finalize.logout.link1,Logout,,
4.2.2.8a),project.adjust.finalize.link4,Zurück zur overview projectverwaltung,,
4.2.2.8b),project.adjust.finalize.button1,Finalisieren,,
4.2.2.8c),project.adjust.finalize.thankyou.headline,Danke fürs Einstellen,,
4.2.2.8c),project.adjust.finalize.feedback.headline,Sie erhalten in Kuerze Feedback,,
4.2.2.8c),project.adjust.finalize.feedback.text,Blindtext 4.2.2.8c),,
4.2.2.8c),project.adjust.finalize.back.button,Zur Startseite,,
4.2.3.1),domain.administer.welcome,"Glückwunsch! yxz.hiv wurde erfolgreich verknüpft! 
Deine Domain ist jetzt deinem Konto zugeordnet. Jetzt kannst du sie in wenigen Schritten für das Mikrospenden-Programm aktivieren und dafür sorgen, dass jeder Klick auf deine .hiv Seite etwas Gutes tut! ",,
4.2.3.1),domain.administer.link,Domains verwalten,,
4.2.3.1),domain.administer.overview.link,overview,,
4.2.3.1),domain.administer.profile.link,profile bearbeiten,,
4.2.3.1),domain.administer.project.link,projects verwalten,,
4.2.3.1),domain.administer.logout.link,Logout,,
4.2.3.1a),domain.administer.back.link,Zurueck zur Domainoverview,,
4.2.3.1b),domain.administer.headline.click,Click-Counter fuer meinedomain.hiv einrichten,,
4.2.3.1b),domain.administer.click.text,Der Click Counter zeigt dem Besucher Ihrer .hiv Domain den gerade ausgeloesten Mikrobetrag und den bisher ausgeloesten Gesamtbetrag an. Und er kann noch mehr! Jetzt waehlen und konfigurieren - den jeder klick zählt!,,
4.2.3.1c),domain.administer.click.about,Informationen ueber den Click-Counter,,
4.2.3.1c),domain.administer.click.basic.button,Jetzt einrichten ,,
4.2.3.1d),domain.administer.click.info,Informationen ueber den Click-Counter Premium,,
4.2.3.1d),domain.administer.click.premium.button,Jetzt einrichten ,,
4.2.3.1e),domain.administer.differentdoamain.headline,Sie moechten den Click-Counter basierent auf einer anderen Domain einrichten?,,
4.3.2.1e),domain.administer.differentdoamain.text,Blindtext 4.3.2.1e),,
4.3.2.1e),domain.erwalten.differentdomain.chose,Dropdownmenü: Auswahl der zu konfigurierenden .hiv Domain,,
4.2.3.1e),domain.administer.button.now,Jetzt einrichten ,,
4.2.3.1f),domain.administer.developer.headline,Click-Counter fuer Developer,,
4.2.3.1f),domain.administer.developer.text,"Mit dem Click Counter Developer koennen Sie auf Ihrer .hiv Seite ein eigens Feedbacksystem einrichten. Jeder Klick auf Ihre .hiv Domain loest weiterhin eine Mikrospende aus - es wird aber kein Click Counter angezeigt. Was genau angezeigt wird, entscheiden Sie.",,
4.2.3.1f),domain.administer.more.button,Mehr erfahren,,
4.2.3.2.1),domain.administer.step1.link,Domains verwalten,,
4.2.3.2.1),domain.administer.step1.overview.link1,overview,,
4.2.3.2.1),domain.administer.step1.profile.link,profile bearbeiten,,
4.2.3.2.1),domain.administer.step1.project.link,projects verwalten,,
4.2.3.2.1),domain.administer.step1.logout.link,Logout,,
4.2.3.2.1a),domain.administer.step1.overview.link,Zurueck zur Domainoverview,,
4.2.3.2.1b),domain.administer.step1.button,Schritt 1,,
4.2.3.2.1c),domain.administer.step1.config.headline,Standard Banner - Konfiguration ,,
4.2.3.2.1c),domain.administer.step1.config.forwarding.home,Weiterleitungsziel,,
4.2.3.2.1c),domain.administer.step1.config.forwarding.name,Zieldomain (mit Feld zum anklicken),,
4.2.3.2.1c),domain.administer.step1.config.noforwarding,Ich möchte keine Weiterleitung,,
4.2.3.2.1c),domain.administer.step1.config.language,In welcher Sprache soll der Banner angezeigt werden? (mit dropdown: deutsch; englisch),,
4.2.3.2.1c),domain.administer.step1.back.button,Schritt zurueck,,
4.2.3.2.1c),domain.administer.step1.next.button,Weiter ,,
4.2.3.2.2),domain.administer.step2.link1,Domains verwalten,,
4.2.3.2.2),domain.administer.step2.overview.link1,overview,,
4.2.3.2.2),domain.administer.step2.profile.link,profile bearbeiten,,
4.2.3.2.2),domain.administer.step2.project.link,projects verwalten,,
4.2.3.2.2),domain.administer.step2.logout.link,Logout,,
4.2.3.2.2a),domain.administer.step2.overview.link2,Zurueck zur Domainoverview,,
4.2.3.2.2b),domain.administer.step2.button,Schritt 2,,
4.2.3.2.2c),domain.administer.step2.config.headline,Standard Banner - Konfiguration,,
4.2.3.2.2c),domain.administer.step2.config.design,Welcher Bannser soll den Besuchern bei deinem Besuch von xyz.hiv angezeigt werden?,,
4.2.3.2.2c),domain.administer.step2.config.design2,Ab dem zweiten täglichen Besuch soll ein anderer Banner angezeigten werden (mit Fled zum anklicken),,
4.2.3.2.2c),domain.administer.step2.back.button,Schritt zurueck,,
4.2.3.2.2c),domain.administer.step2.save.button,Speichern,,
4.2.3.2.3),domain.administer.finalize.link1,Domains verwalten,,
4.2.3.2.3),domain.administer.finalize.overview.link1,Overview,,
4.2.3.2.3),domain.administer.finalize.profile.link,profile bearbeiten,,
4.2.3.2.3),domain.administer.finalize.project.link,projects verwalten,,
4.2.3.2.3),domain.administer.finalize.logout.link,Logout,,
4.2.3.2.3a),domain.administer.finalize.overview.link2,Zurueck zur Domainoverview,,
4.2.3.2.3b),domain.administer.finalize.button1,Finalisieren,,
4.2.3.2.3c),domain.administer.finalize.einstellung.text,Die Einstellung fuer audi.hiv wurden erfolgreich gespeichert!,,
4.2.3.2.3c),domain.administer.finalize.activate,Aktivieren Sie nun die Anzeige Ihres Banners,,
4.2.3.2.3c),domain.administer.finalize.opportunity1,Möglichkeit 1: Aktivieren bei dotHIV*,,
4.2.3.2.3c),domainverwalten.finalisiereb.sternchen,nur möglich bei aktivierter Weiterleitung,,
4.2.3.2.3c),domain.administer.finalize.moeglichkeit.text,Moeglichkeit 2: Code downloaden,,
4.2.3.2.3c),domain.administer.finalize.download.button,Jetzt Downloaden,,
4.2.3.2.3c),domain.administer.finalize.back.button,Schritt zurueck,,
4.2.3.3.1),domain.administer.premium.step1.link1,Domains verwalten,,
4.2.3.3.1),domain.administer.premium.step1.overview.link,overview,,
4.2.3.3.1),domain.administer.premium.step1.profile.link,profile bearbeiten,,
4.2.3.3.1),domain.administer.premium.step1.project.link,projects verwalten,,
4.2.3.3.1),domain.administer.premium.step1.logout.link,Logout,,
4.2.3.3.1a),domain.administer.premium.step1.overview.link1,Zurueck zur Domainoverview,,
4.2.3.3.1b),domain.administer.premium.step1.button,Schritt 1,,
4.2.3.3.1.c),domain.administer.premium.step1.config.headline,Premium Banner - Konfiguration ,,
4.2.3.3.1.c),domain.administer.premium.step1.config.design,Welcher Bannser soll den Besuchern bei deinem Besuch von xyz.hiv angezeigt werden?,,
4.2.3.3.1c),domain.administer.premium.step1.config.design2,Ab dem zweiten täglichen Besuch soll ein anderer Banner angezeigten werden (mit Fled zum anklicken),,
4.2.3.3.1c),domain.administer.premium.step1.config.example.link,Beispiele anzeigen,,
4.2.3.3.1c),domain.administer.premium.step1.back.button,Schritt zurueck,,
4.2.3.3.1c),domain.administer.premium.step1.next.button,Weiter ,,
4.2.3.3.2),domain.administer.premium.step2.link,Domains verwalten,,
4.2.3.3.2),domain.administer.premium.step2.overview.link1,Overview,,
4.2.3.3.2),domain.administer.premium.step2.profile.link,profile bearbeiten,,
4.2.3.3.2),domain.administer.premium.step2.project.link,projects verwalten,,
4.2.3.3.2),domain.administer.premium.step2.logout.link,Logout,,
4.2.3.3.2a),domain.administer.premium.step2.overview.link,Zurueck zur Domainoverview,,
4.2.3.3.2b),domain.administer.premium.step2.button,Schritt 2,,
4.2.3.3.2c),domain.administer.premium.step2.config.headline,Premium Banner - Konfiguration,,
4.2.3.3.2c),domain.administer.premium.step2.config.fowarding.home,Weiterleitungsziel,,
4.2.3.3.2c),domain.administer.premium.step2.config.forwarding,Zieldomain (mit Feld zum anklicken),,
4.2.3.3.2c),domain.administer.premium.step2.config.noforwardin,Ich möchte keine Weiterleitung,,
4.2.3.3.2c),domain.verwaltung.premium.step2.language,In welcher Sprache soll der Banner angezeigt werden? (mit dropdown: deutsch; englisch),,
4.2.3.3.2d),domain.verwaltung.premium.step2.main,Banner konfiguration,,
4.2.3.3.2e),domain.verwaltung.premium.step2.back.button,Schritt zurück,,
4.2.3.3.2f),domain.administer.premium.step2.back.pay.button,Zur Bezahlung,,
4.2.3.3.3,domain.administer.premium.step3.link,Domains verwalten,,
4.2.3.3.3,domain.administer.premium.step3.overview.link1,Overview,,
4.2.3.3.3,domain.administer.premium.step3.profile.link,profile bearbeiten,,
4.2.3.3.3,domain.administer.premium.step3.project.link,projects verwalten,,
4.2.3.3.3,domain.administer.premium.step3.logout.link,Logout,,
4.2.3.3.3a),domain.administer.premium.step3.overview.link,Zurueck zur Domainoverview,,
4.2.3.3.3b),domain.administer.premium.step3.button,Schritt 3,,
4.2.3.3.3c),domain.administer.premium.step3.headline,Domain xyz.hiv,,
4.2.3.3.3c),domain.administer.premium.step.payment.headline,Premium Banner - Bezeahlung,,
4.2.3.3.3c),domain.administer.premium.step.payment.who,Auftrag durch,,
4.2.3.3.3c),domain.administer.premium.step3.payment.price,Kosten,,
4.2.3.3.3c),domain.administer.premium.step3.payment.howto,Bezahlung,,
4.2.3.3.3c),domain.administer.premium.step3.payment.card,"Wähle Kreditkarte (mit Dorpdown: VISA, MasterCard; American Express)",,
4.2.3.3.3c),domain.administer.premium.step3.payment.cardnr,Kredikartennummer,,
4.2.3.3.3c),domain.administer.premium.step3.payment.safety,Prüfnummer,,
4.2.3.3.3c),domain.administer.premium.step3.payment.owner,Name auf der Karte,,
4.2.3.3.3c),domain.administer.premium.step3.payment.paypal.butten,PayPal,,
4.2.3.3.3c),domain.administer.premium.step3.back.link,Schritt zurück,,
4.2.3.3.3c),domain.administer.premium.step3.next.link,Bezahlen und weiter,,
4.2.3.3.4),domain.administer.premium.finalize.link,Domains verwalten,,
4.2.3.3.4),domain.administer.premium.finalize.overview.link1,overview,,
4.2.3.3.4),domain.administer.premium.finalize.profile.link,profile bearbeiten,,
4.2.3.3.4),domain.administer.premium.finalize.project.link,projects verwalten,,
4.2.3.3.4),domain.administer.premium.finalize.logout.link,Logout,,
4.2.3.3.4a),domain.administer.premium.finalize.overview.link,Zurueck zur Domainoverview,,
4.2.3.3.4b),domain.administer.premium.finalize.button,Finalisieren,,
4.2.3.3.4c),domain.administer.premium.finalize.options.text,Die Einstellung fuer audi.hiv wurden erfolgreich gespeichert!,,
4.2.3.3.4c),domain.administer.premium.finalize.activate,Aktivieren Sie nun die Anzeige Ihres Banners,,
4.2.3.3.4c),domain.administer.premium.finalize.opportunity1,Möglichkeit 1: Aktivieren bei dotHIV*,,
4.2.3.3.4c),domain.administer.premium.finalize.note,nur möglich bei aktivierter Weiterleitung,,
4.2.3.3.4c),domain.administer.premium.finalize.opportunity2,Moeglichkeit 2: Code downloaden,,
4.2.3.3.4c),domain.administer.premium.finalize.download.button,Jetzt Downloaden,,
4.2.3.3.4c),domain.administer.premium.finalize.back.button,Schritt zurueck,,
4.2.3.4.1),domain.administer.developer.link,Domains verwalten,,
4.2.3.4.1),domain.administer.developer.overview.link1,overview,,
4.2.3.4.1),domain.administer.developer.profile.link,profile bearbeiten,,
4.2.3.4.1),domain.administer.developer.project.link,projects verwalten,,
4.2.3.4.1),domain.administer.developer.logout.link,Logout,,
4.2.3.4.1a),domain.administer.developer.overview.link,Zurueck zur Domainoverview,,
4.2.3.3.1b),domain.administer.developer.counter.headline,Domain xyz.hiv,,
4.2.3.4.1b),domain.administer.developer.counter.who,Click Counter für Developer,,
4.2.3.4.1b),domain.administer.developer.counter.text,"Sie haben eine besondere Idee, wie Sie Ihre .hiv-Domain nutzen wollen oder wollen sich insperieren?",,
4.2.3.4.1b),domain.administer.developer.counter.question,Ihre Frage/Bitte um Kontaktaufnahme,,
4.2.3.4.1b),domain.administer.developer.counter.contact,E-Mail / Telefon,,
4.2.3.3.1b),domain.administer.developer.button.send,Abschicken,,
4.2.3.3.1b),domain.administer.developer.code.text,Code direkt downloaden,,
4.2.3.3.1b),domain.administer.developer.button.download,Download,,
4.2.3.3.1b),domain.administer.developer.back.button,Schritt zurueck,,
5.2),home.help.headline,Hilfe,,
5.2a),home.help.contact.headline,Kontakt,,
5.2a),home.help.contact.press.headline,Presseanfragen,,
5.2a),home.help.contact.press.text,Blindtext 5.2a Press,,
5.2a),home.help.contact.job.headline,Jobanfragen ,,
5.2a),home.help.contact.job.text,Blindtext 5.2a Job,,
5.2a),home.help.contact.andere.headline,Andere Anfragen,,
5.2a),home.help.contact.andere.text,Blindtext 5.2a Andere,,
5.2b),home.help.contact.feedback.headline,Feedback zur Website,,
5.2b),home.help.contact.feedback.text,Blindtext 5.2b Feedback,,
5.2c),home.help.contact.address.headline,Anschrift ,,
5.2c),home.help.contact.address.text,Blindtext 5.2c Anschrift,,
5.2d),home.help.contact.impressum.headline,Impressum,,
5.2d),home.help.contact.impressum.text,Blindtext 5.2d Impressum,,
5.3),home.help.contact.use.headline,Nutzungsbedingungen ,,
5.3a),home.help.contact.use.text,Blindtext 5.3a Nutzung,,
5.3b),home.help.contact.data.headline,Datenschutz,,
5.3b),home.help.contact.data.text,Blindtext 5.3b Daten,,
